ISBN,EDITORIAL,TITULO,AUTOR/COLABORADOR,FORMATO,SEMESTRE,AÑO
978-9945-19-746-4,"EDITORIAL SANTILLANA, S.A. ",PARACHUTE 1,EDITORIAL SANTILLANA (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-19-747-1,"EDITORIAL SANTILLANA, S.A. ",PARACHUTE 2,EDITORIAL SANTILLANA (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-19-748-8,"EDITORIAL SANTILLANA, S.A. ",PARACHUTE 3,EDITORIAL SANTILLANA (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-19-749-5,"EDITORIAL SANTILLANA, S.A. ",PARACHUTE 4,EDITORIAL SANTILLANA (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-19-750-1,"EDITORIAL SANTILLANA, S.A. ",CD PARACHUTE 1,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-751-8,"EDITORIAL SANTILLANA, S.A.",CD PARACHUTE 2,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-752-5,"EDITORIAL SANTILLANA, S.A.",CD PARACHUTE 3,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-753-2,"EDITORIAL SANTILLANA, S.A. ",CD PARACHUTE 4,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-9117-0-1,SOCIEDAD NUMISMATICA DOMINICANA,LA CASA DE LA MONEDA Y LAS ACUÑACIONES DE SANTO DOMINGO EN LA EPOCA COLONIAL,"MOYA PONS, FRANK (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-071-0,"MARTINEZ FERNANDEZ, HECTOR MANUEL",POEMAS PARA GANAR EL INFIERNO,"MARTINEZ FERNANDEZ, HECTOR (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-8959-9-5,LOURDES SALEME Y ASOCIADOS,PARQUE CEMENTERIO PUERTA DEL CIELO,"FERNANDEZ LOPEZ, FELIX MANUEL (COLABORADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-072-7,"NUÑEZ ESPINAL, FRANCISCO ANTONIO TADEO",¿HACEMOS PERIODISMO DIGITAL?,"MARTINEZ, PERFECTO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-597-49-3,AMIGO DEL HOGAR,MEMORIA HISTORICA DE LA VIDA RELIGIOSA FEMENINA EN REPUBLICA DOMINICANA 1959-1999,"CONDOR, CONFERENCIA DOMINICANA DE RELIGIOSOS (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9053-7-3,OR SERVICE S.R.L.,40 RECETAS DE COCINA PRACTICAS Y SALUDABLES,"SANTANA, YENNY (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-19-754-9,"EDITORIAL SANTILLANA, S.A.",CD LENGUA ESPAÑOLA 4,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-755-6,"EDITORIAL SANTILLANA, S.A. ",CD LENGUA ESPAÑOLA 5,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-756-3,"EDITORIAL SANTILLANA, S.A. ",CD MATEMATICA 4,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-757-0,"EDITORIAL SANTILLANA, S.A.",CD MATEMATICA 5,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-758-7,"EDITORIAL SANTILLANA, S.A. ",CD BIOLOGIA 4,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-759-4,"EDITORIAL SANTILLANA, S.A. ",CD QUIMICA 5,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-760-0,"EDITORIAL SANTILLANA, S.A. ",CD CIENCIAS SOCIALES 4,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-19-761-7,"EDITORIAL SANTILLANA, S.A. ",CD CIENCIAS SOCIALES 5,EDITORIAL SANTILLANA (EDITOR),DIGITAL,ENERO-JUNIO,2018
978-9945-501-26-1,EDITORA UNIVERSITARIA UASD ,RONDANDO,"CUEVAS, ROMEL (ILUSTRADOR); CUEVAS, JULIO (AUTOR); TINEO VICIOSO, KENDIA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9053-8-0,OR SERVICE S.R.L.,COMO EVITAR EL SUICIDIO,"PICHARDO, TEOFILO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-073-4,"GUERRERO PEÑA, YINA ZENEIDA ","MARTIN, EL PESCADOR DE HISTORIAS","GUERRERO, YINA (AUTOR); MONTERO, EDISON (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9098-2-1,EDICIONES FUNDACION JUAN BOSCH,UN DEBATE DE VIDA O MUERTE,"ACOSTA MATOS, ELIADES (AUTOR); GARCIA, DANIEL (DIAGRAMADOR); FUNDACION JUAN BOSCH (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-607-49-9,EDITORIAL COSME PEÑA ,NIDO 2 AÑOS - SERIE DESCUBRO,"JIMENEZ, MARIA JOSEFINA (AUTOR); FRIAS, OSENDY (EDITOR LITERARIO); PAYANO, IVAN (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-607-50-5,EDITORIAL COSME PEÑA,KINDER 4 AÑOS - SERIE DESCUBRO,"JIMENEZ, MARIA JOSEFINA (AUTOR); PAYANO, IVAN (AUTOR); FRIAS, OSENDY (EDITOR LITERARIO)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-074-1,"RIVAS POLANCO, MAIRENI ",ELEMENTOS PARA UN DERECHO DOMINICANO DE SEGUROS,"RIVAS POLANCO, MAIRENI (AUTOR); HERNANDEZ, MAYRA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-607-51-2,EDITORIAL COSME PEÑA ,PRE-KINDER 5 AÑOS - SERIE DESCUBRO,"JIMENEZ, MARIA JOSEFINA (AUTOR); FRIAS, OSENDY (EDITOR LITERARIO); PEÑA, COSME ALEXANDER (DIRECTOR DE LA COLECCION)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-076-5,"BISONO CABRERA, DANIEL DE JESUS",EDUCACION DE CALIDAD,"BAUTISTA ROSARIO, FELIX RAMON (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-075-8,"SIMO, ERIC ",CARNE A BAAL CARNAVAL. CANTO POETICO,"PERALTA, REYSON (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-434-08-8,PENSAMIENTO CRIMINOLOGICO DOMINICANO ,LA NOCHE QUE APARECIO EL BACA,"LIRANZO, MIGUEL (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-079-6,"SANCHEZ OGANDO, FRANCISCO JOSE",TRIBUTO AL BALONCESTO DOMINICANO,"PEGUERO, JOSE BIENVENIDO (COLABORADOR); VALDEZ PEREZ, RAMON ANTONIO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-077-2,"MENA ALCANTARA, MIGUEL ",INDIOS Y NEGROS EN LA CULTURA DOMINICANA,"CARTAGENA PORTALATIN, AIDA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9033-9-3,EDITORIAL OPUS ,APRENDIZAJE CREATIVO DE LA MATEMATICA EN EL NIVEL PRIMARIO,"LUCIANO LOPEZ, MARGARITA (AUTOR); ESPINAL ESTEVEZ, PIERO (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-12-498-9,"SUSAETA EDICIONES, S.A.S. ",CALIGRAFIA PALMER,EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-12-499-6,"SUSAETA EDICIONES, S.A.S.",CALIGRAFIA Y ORTOGRAFIA ABC,EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-12-500-9,"SUSAETA EDICIONES, S.A.S. ",TALLER DE ORTOGRAFIA Y REDACCION,EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-12-501-6,"SUSAETA EDICIONES, S.A.S. ",MATEMATICA 4 - SECUNDARIA - GUIA DIDACTICA Y SOLUCIONARIO,"ESPIN GRULLON, RAFAEL ANTONIO (AUTOR); EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-12-502-3,"SUSAETA EDICIONES, S.A.S. ",CIENCIAS SOCIALES 4 - SECUNDARIA,"MUÑOZ, YOCASTA MILAGROS (AUTOR); EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-078-9,"SANTANA, AMADO ",DICCIONARIO STORNI,"NACIDIT-PERDOMO, YLONKA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-609-30-1,EDITORIAL SANTUARIO ,"CARMEN NATALIA MARTINEZ BONILLA, DICTADURA, LITERATURA Y RESISTENCIA","PARRA, YURY (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-609-31-8,EDITORIAL SANTUARIO ,"EL PARAGUA DE DIOS, Y OTROS RELATOS","GERMAN CARELA, MARIA ADELA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-609-32-5,EDITORIAL SANTUARIO,PASIONES ARDIENTES,"FRANCISCO, NOEMI (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9118-0-0,"EDITORA ODRACIR, SRL ",CONOCIMIENTO Y SABIDURIA,"ZAPATA, ODRACIR (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9118-1-7,"EDITORA ODRACIR, SRL ","VALE MAS EL DIA EN QUE MUERES, QUE EL DIA EN QUE NACES","ZAPATA, ODRACIR (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-472-89-9,INSTITUTO TECNOLOGICO DE SANTO DOMINGO ,REGLAMENTO DE VIRTUALIZACION DE ASIGNATURAS Y PROGRAMAS,INSTITUTO TECNOLOGICO DE SANTO DOMINGO (INTEC) (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-472-90-5,INSTITUTO TECNOLOGICO DE SANTO DOMINGO ,REGLAMENTO DE SISTEMA DE APOYO PARA LA PERMANENCIA ESTUDIANTIL,INSTITUTO TECNOLOGICO DE SANTO DOMINGO (INTEC) (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-472-91-2,INSTITUTO TECNOLOGICO DE SANTO DOMINGO ,MODERNISMO Y CRIOLLISMO EN SANTO DOMINGO EN EL SIGLO XIX,"MORA SERRANO, MANUEL (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9093-4-0,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",PLAN PARA EL DESARROLLO ECONOMICO LOCAL BARAHONA,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLLOL (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-16-871-6,"EDITORA BUHO, S.R.L. ",INTIMIDADES EN LA ERA GLOBAL,"VEGA, BERNARDO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-16-872-3,"EDITORA BUHO, S.R.L. ",CONCEPTOS BASICOS DE GESTION ECONOMICA Y FINANCIERA,"CONTRERAS NUÑEZ, CARLOS (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-080-2,"LEDESMA LOPEZ, LUIS ALFONSO ",DICCIONARIO TEATRAL,"LEDESMA, LUIS (AUTOR)",DIGITAL,ENERO-JUNIO,2018
978-9945-12-503-0,"SUSAETA EDICIONES, S.A.S. ",NACHO DOMINICANO 1,EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-12-504-7,"SUSAETA EDICIONES, S.A.S. ",NACHO DOMINICANO 2,EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-9110-6-0,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA ,DIOS AUN SIGUE HABLANDO,BRAULIO PORTES (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-8791-3-1,CASA DE CULTURA LATINOAMERICANA Y CARIBEÑA ,PEPITO EL CAMINANTE,"ISALGUE PEREZ, ANGEL (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-585-42-1,PODER JUDICIAL ,"GUIA PARA CENTROS DE ENTREVISTAS PARA PERSONAS EN CONDICION DE VULNERABILIDAD, VICTIMAS O TESTIGOS DE DELITOS","PODER JUDICIAL (EDITOR); DIRECCION DE FAMILIA, NIÑEZ Y ADOLESCENCIA Y GENERO DEL PODER JUDICIAL (DIFNAG) (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9114-1-1,INSTITUTO NACIONAL DE BIENESTAR ESTUDIANTIL (INABIE) ,IMPACTO DE LOS PROGRAMAS DEL INABIE EN LAS MIPYMES,"JAQUEZ GIL, RENE (AUTOR)",DIGITAL,ENERO-JUNIO,2018
978-9945-9089-5-4,ORGANIZACION DE ESTADOS IBEROAMERICANOS ,"ESTRATEGIA DE FORMACION CONTINUA CENTRADA EN LA ESCUELA, EFCCE, DISTRITO 17-02, MONTE PLATA. MODULO 1","GONZALEZ, NURYS DEL CARMEN (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9089-6-1,ORGANIZACION DE ESTADOS IBEROAMERICANOS ,"ESTRATEGIA DE FORMACION CONTINUA CENTRADA EN LA ESCUELA, EFCCE, DISTRITO 17-02, MONTE PLATA. MODULO 1","GONZALEZ, NURYS DEL CARMEN (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9089-7-8,ORGANIZACION DE ESTADOS IBEROAMERICANOS ,"ESTRATEGIA DE FORMACION CONTINUA CENTRADA EN LA ESCUELA, EFCCE, DISTRITO 17-02, MONTE PLATA. MODULO 1","GONZALEZ, NURYS DEL CARMEN (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-582-59-8,BANCO CENTRAL DE LA REPUBLICA DOMINICANA ,LA MUJER DOMINICANA EN LA NUMISMATICA Y LA FILATELIA NACIONALES,"BANCO CENTRAL DE LA REPUBLICA DOMINICANA (EDITOR); FROMETA, MIGUEL (IMPRESOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-081-9,"PEREZ, JUAN SOLANO ","HISTORIAS Y VIVENCIAS DEL MUNICIPIO DE LOS RIOS, PROV. BAHORUCO, R.D.","MENDEZ, FRANCISCO (IGUA) (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-494-40-2,VICEPRESIDENCIA DE LA REPUBLICA DOMINICANA ,HAMBRE CERO AL AÑO 2030 EN LA REPUBLICA DOMINICANA. REVISION ESTRATEGICA Y HOJA DE RUTA PARA EL LOGRO DEL OBJETIVO DE DESARROLLO SOSTENIBLE 2 HAMBRE CERO,"ISA CONTRERAS, PAVEL (COORDINADOR EDITORIAL); HERAZO, MILENA (EDITOR); AVILES NUÑEZ, ANA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-13-197-0,"EDITORA MEDIABYTE, S.R.L. ",HISTORIA DEL POBLADO DE NIZAO,"SANTANA MARTINEZ, JESUS MARIA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-8656-1-5,IMPRESORA LA CAMPANA ,PANORAMA MUNDIAL: LA TAPA,"BAEZ VASQUEZ, MARINO E. (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-597-48-6,AMIGO DEL HOGAR ,SIN CUARTEL,"CASTELLANOS DE BOBEA, LILIANA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-16-873-0,"EDITORA BUHO, S.R.L. ",ECONOMIA POLITICA DE LA DESIGUALDAD SOCIAL,"DIAZ SANTANA, ARISMENDI (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-606-29-4,EDITORA DALIS ,"NORRMAS GENERALES DGII SOBRE LAVADO DE ACTIVOS, NORMAS 01-18, 02-18, 03-18, 04-18, 05-18",EDITORA DALIS (COMPILADOR),IMPRESO,ENERO-JUNIO,2018
978-9945-606-30-0,EDITORA DALIS ,DECRETO 01-18 REGLAMENTO ISC PARA LA APLICACION DEL TITULO IV Y NORMA DGII 06-18 SOBRE COMPROBANTES FISCALES,EDITORA DALIS (COMPILADOR),IMPRESO,ENERO-JUNIO,2018
978-9945-502-04-6,"SERIGRAF,S.A. ",UNA SEMANA CON DIOS,"PERDOMO, EDDY (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-501-25-4,EDITORA UNIVERSITARIA UASD ,MI ORACION - ES MI SANACION,LIUBOV BALANUTSA (ILUSTRADOR); LIUBOV BALANUTSA (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-09-082-6,"DOMINGUEZ NOVAS, JUAN FRANCISCO",LA MEMORIA CI UNISCE,"AMODIO, ROBERTO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-472-92-9,INSTITUTO TECNOLOGICO DE SANTO DOMINGO ,POLITICA DE VIRTUALIZACION,INSTITUTO TECNOLOGICO DE SANTO DOMINGO (INTEC) (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-09-083-3,"GOMEZ CERDA, JOSE",LA PASTORAL SOCIAL,"GOMEZ CERDA, JOSE (AUTOR)",DIGITAL,ENERO-JUNIO,2018
978-9945-13-198-7,"EDITORA MEDIABYTE, S.R.L. ","COMO DIGO UNA COSA, DIGO LA OTRA","SANCHEZ PERCINAL, ANGEL ROBERTO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9064-2-4,BIEN-ETRE MEDIA,DESPIERTA,"RODRIGUEZ, JUAN CARLOS (AUTOR); GONZALEZ BAEZ, KEILA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-501-27-8,EDITORA UNIVERSITARIA UASD ,ESTA TU NOMBRE INSCRITO EN EL LIBRO DE LA VIDA?,"JONES, GABRIEL (AUTOR); TINEO, KENDIA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-504-02-6,EL NUEVO DIARIO ,DE TAL MANERA,"LINA ANDREA PAULINO (AUTOR); RAMIREZ HERRERA, KENNY LEONEL (DIAGRAMADOR); GOMEZ, VICTOR ANTONIO (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9119-0-9,ACADEMIA DOMINICANA DE LA HISTORIA ,"LA ESPAÑOLA Y EL CARIBE, 1501-1559","DEL RIO MORENO, JUSTO L. (AUTOR); NAVARRO ZERPA, JESUS RAFAEL (EDITOR); PEREZ, JOSE (IMPRESOR); NUÑEZ SALCEDO, IRMA ISABEL (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-99934-78-79-9,"IMPRESORA SOTO CASTILLO, S. A. ",DERECHO TRIBUTARIO; SUSTANTIVO Y ADMINISTRATIVO,"VASQUEZ CASTRO, YORLIN LISSETT (AUTOR); AGRAMONTE, BRYAN (ILUSTRADOR); ROMAN P., TERESA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-16-874-7,"EDITORA BUHO, S.R.L. ",LA PRESENCIA DE DIOS EN EL TORRENTE DE LAS AGUAS,"PAULINO, PEDRO FRANCISCO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-16-875-4,"EDITORA BUHO, S.R.L. ",LAS DAMAS Y NUESTRO MEDIO AMBIENTE,"ROMERO, SANTO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9074-3-8,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",CONDICIONES DE LA INFRAESTRUCTURA DEL SISTEMA VIAL URBANO DEL SANTO DOMINGO ESTE EN REPUBLICA DOMINICANA 2015,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2018
978-9945-9074-4-5,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",CONDICIONES DE LA INFRAESTRUCTURA DEL SISTEMA VIAL URBANO DEL SANTO DOMINGO OESTE EN REPUBLICA DOMINICANA 2015,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2018
978-9945-9074-5-2,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",CONDICIONES DE LA INFRAESTRUCTURA DEL SISTEMA VIAL URBANO DEL DISTRITO NACIONAL EN REPUBLICA DOMINICANA 2015,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2018
978-9945-9074-6-9,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",CONDICIONES DE LA INFRAESTRUCTURA DEL SISTEMA VIAL URBANO DEL SANTO DOMINGO NORTE EN REPUBLICA DOMINICANA,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2018
978-9945-9099-3-7,EDITORIAL PAPELMACHE S.R.L. ,LOS QUIMERA,"CASTILLO, QUIBIAN (EDITOR LITERARIO)",IMPRESO,ENERO-JUNIO,2018
978-9945-501-28-5,EDITORA UNIVERSITARIA UASD ,"UNA TRAVESIA DE MAGIA, SOL Y FANTASIA","LUCIANO, HOMERO (AUTOR); TINEO, KENDIA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-12-505-4,"SUSAETA EDICIONES, S.A.S. ",GRAN ABC DOMINICANO,EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR),IMPRESO,ENERO-JUNIO,2018
978-9945-501-29-2,EDITORA UNIVERSITARIA UASD ,"ODAS, LAMENTOS Y ESPERANZAS","SANCHEZ, GUILLERMO (AUTOR); TINEO, KENDIA (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-609-33-2,EDITORIAL SANTUARIO ,LAGRIMAS DE GUERRA,"PEÑA, STANISLAW (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9110-7-7,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,GENERACION RELEVO,PEDRO CONTRERAS PARRA (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-09-085-7,"BRUNO FRIAS, HECTOR OSCAR ",GLOBALIZACION Y CONTROL SOCIAL PUNITIVO,RICARDO NIEVES (AUTOR),IMPRESO,ENERO-JUNIO,2018
978-9945-09-084-0,"PEREZ NERY, JOSE MIGUEL",EL PROCESO DE REESTRUCTURACION Y LIQUIDACION COMERCIAL DE LAS PERSONAS FISICAS Y JURIDICAS EN LA REPUBLICA DOMINICANA,"BIAGGI LAMA, JUAN ALFREDO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-591-58-3,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (MSPAS) ,MODELO DE ATENCION EN SALUD PARA EL SISTEMA NACIONAL DE SALUD,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (AUTOR),DIGITAL,ENERO-JUNIO,2018
978-9945-591-59-0,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (MSPAS),MODELO DE ATENCION EN SALUD PARA EL SISTEMA NACIONAL DE SALUD,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (AUTOR),DIGITAL,ENERO-JUNIO,2018
978-9945-09-086-4,"CATEMAR, PRODUCCIONES CATEMAR","GRANDES DOMINICANOS, TOMO XXII","MARTINEZ, CARLOS T. (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-12-506-1,"SUSAETA EDICIONES, S.A.S. ",MATEMATICA 5 - SECUNDARIA - GUIA DIDACTICA Y SOLUCIONARIO,"ESPIN GRULLON, RAFAEL ANTONIO (AUTOR); EQUIPO TECNICO DIDACTICO DE SUSAETA EDICIONES (EDITOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-13-199-4,"EDITORA MEDIABYTE, S.R.L.",MOMENTOS INOLVIDABLES DE MI VIDA,"SANTOS, JULIO ANTONIO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-087-1,"SIMO, ERIC ",TRUJILLO Y LA BASE MILITAR DE ESTADOS UNIDOS PARA PROYECTILES DIRIGIBLES DE SABANA DE LA MAR 1951-1961 Y LAS TELECOMUNICACIONES  EN LA REPUBLICA DOMINICANA,"LEMBERT, VINICIO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9110-8-4,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,ORIENTALISMOS EN LAS ESCRITURAS I,"DUARTE MARTINEZ, ANGEL AGUSTIN (AUTOR); DE JESUS DE LEON, ELVIS (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9076-6-7,GACETA JUDICIAL,DICCIONARIO DE REFRANES,"ROSARIO CANDELIER, BRUNO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-8788-8-2,"EDITORA DE REVISTAS, SRL ",ORIGEN Y EVOLUCION DE LAS TELECOMUNICACIONES DOMINICANAS,"MEDINA, BALBUENO (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-597-50-9,AMIGO DEL HOGAR,POR LOS SENDEROS DE LA VIDA,"GUZMAN MARCELINO, GABRIEL (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-590-74-6,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO ,LA CIUDAD NO SERA NUESTRA,"CRUZ GIL, DANIELA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-09-088-8,"CABREJA, GERMAN ",EL IMPACTO DEL 5% EN LOS MUNICIPIOS MINEROS DE LA REPUBLICA DOMINICANA,"CABREJA CEPEDA, GERMAN ANT. (AUTOR); GOMEZ, JONAIVIS (DIAGRAMADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-9053-9-7,OR SERVICE S.R.L. ,MI PERSONALIDAD INDOMABLE,"GARCIA, MARIO (AUTOR); FALCON, ROSANA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-16-878-5,"EDITORA BUHO, S.R.L. ",CONVERSANDO CON EL TIEMPO,"PICHARDO ACOSTA, ALODIA (AUTOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-17-684-1,EDICIONES SM,LA HISTORIA DE DRACOLINO,"BEGOÑA IBARROLA (AUTOR); MARTIN, SANTIAGO AGUADO (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-17-685-8,EDICIONES SM,PELIGRO EN EL MAR,"BEGOÑA IBARROLA (AUTOR); RODERO, PAZ (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-17-686-5,EDICIONES SM,YO SOY EL MAYOR,"BEGOÑA IBARROLA (AUTOR); LOBATO, ARCADIO (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-17-687-2,EDICIONES SM,UN JARRON DE LA CHINA,"BEGOÑA IBARROLA (AUTOR); BALAGUER I JULIÀ, MARTA (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2018
978-9945-17-688-9,EDICIONES SM ,CRISOL Y SU ESTRELLA,"BEGOÑA IBARROLA (AUTOR); SALOMO FISA, XAVIER (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2018
